Area,MTU,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Coal-derived gas  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Fossil Oil shale  - Actual Aggregated [MW],Fossil Peat  - Actual Aggregated [MW],Geothermal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Consumption [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Marine  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Offshore  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
Montenegro (ME),03.01.2018 19:00 - 03.01.2018 20:00 (CET),0,206,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0
Montenegro (ME),03.01.2018 20:00 - 03.01.2018 21:00 (CET),0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro (ME),03.01.2018 21:00 - 03.01.2018 22:00 (CET),0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro (ME),03.01.2018 22:00 - 03.01.2018 23:00 (CET),0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro (ME),03.01.2018 23:00 - 04.01.2018 00:00 (CET),0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro (ME),04.01.2018 00:00 - 04.01.2018 01:00 (CET),0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro (ME),04.01.2018 01:00 - 04.01.2018 02:00 (CET),0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro (ME),04.01.2018 02:00 - 04.01.2018 03:00 (CET),0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro (ME),04.01.2018 03:00 - 04.01.2018 04:00 (CET),0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro (ME),04.01.2018 04:00 - 04.01.2018 05:00 (CET),0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro (ME),04.01.2018 05:00 - 04.01.2018 06:00 (CET),0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro (ME),04.01.2018 06:00 - 04.01.2018 07:00 (CET),0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro (ME),04.01.2018 07:00 - 04.01.2018 08:00 (CET),0,208,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0
Montenegro (ME),04.01.2018 08:00 - 04.01.2018 09:00 (CET),0,207,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0
Montenegro (ME),04.01.2018 09:00 - 04.01.2018 10:00 (CET),0,206,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0
Montenegro (ME),04.01.2018 10:00 - 04.01.2018 11:00 (CET),0,205,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0
Montenegro (ME),04.01.2018 11:00 - 04.01.2018 12:00 (CET),0,206,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0
Montenegro (ME),04.01.2018 12:00 - 04.01.2018 13:00 (CET),0,206,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0
Montenegro (ME),04.01.2018 13:00 - 04.01.2018 14:00 (CET),0,206,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0
Montenegro (ME),04.01.2018 14:00 - 04.01.2018 15:00 (CET),0,206,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0
Montenegro (ME),04.01.2018 15:00 - 04.01.2018 16:00 (CET),0,208,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0
Montenegro (ME),04.01.2018 16:00 - 04.01.2018 17:00 (CET),0,207,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0
Montenegro (ME),04.01.2018 17:00 - 04.01.2018 18:00 (CET),0,206,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0
Montenegro (ME),04.01.2018 18:00 - 04.01.2018 19:00 (CET),0,207,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0
Montenegro (ME),04.01.2018 19:00 - 04.01.2018 20:00 (CET),0,207,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0
